Score,Asian,Black,Hispanic,White
30.5,0.2018,0.6884999999999999,0.45740000000000003,0.2559
31.0,0.21,0.6959000000000001,0.4669,0.2622
31.5,0.2139,0.6998000000000001,0.47240000000000004,0.2658
32.0,0.2181,0.706,0.4805,0.2707
32.5,0.2237,0.7106,0.4874,0.2748
33.0,0.22920000000000001,0.7161,0.4935,0.28
33.5,0.2332,0.7214,0.4996,0.284
34.0,0.2395,0.7267,0.5064,0.2894
34.5,0.2434,0.7315,0.5128,0.2943
35.0,0.25129999999999997,0.7395,0.522,0.3016
35.5,0.2548,0.742,0.5264,0.3042
36.0,0.2616,0.7483,0.5357,0.31170000000000003
36.5,0.265,0.7511,0.5396,0.315
37.0,0.27390000000000003,0.7587,0.5504,0.32270000000000004
37.5,0.27690000000000003,0.7615999999999999,0.5538000000000001,0.3261
38.0,0.2854,0.7687999999999999,0.5639,0.3336
38.5,0.28809999999999997,0.7719,0.5671,0.33659999999999995
39.0,0.2966,0.7772,0.5755,0.3432
39.5,0.2987,0.7795000000000001,0.5783,0.3456
40.0,0.3037,0.7831999999999999,0.5837,0.35090000000000005
40.5,0.3085,0.7875,0.5879,0.35479999999999995
41.0,0.3154,0.7928000000000001,0.5947,0.36060000000000003
41.5,0.3186,0.7948999999999999,0.5982999999999999,0.36329999999999996
42.0,0.32520000000000004,0.8006,0.606,0.3697
42.5,0.3295,0.8043,0.6106,0.3735
43.0,0.3354,0.8095,0.6177,0.3797
43.5,0.3408,0.8122,0.6219,0.3836
44.0,0.34850000000000003,0.8176000000000001,0.6303,0.3898
44.5,0.3546,0.8210999999999999,0.6358,0.3954
45.0,0.3603,0.8248000000000001,0.6422,0.4003
45.5,0.3669,0.8284999999999999,0.6476999999999999,0.4056
46.0,0.3736,0.8323,0.6537000000000001,0.4113
46.5,0.37920000000000004,0.8342,0.6570999999999999,0.415
47.0,0.38799999999999996,0.8387,0.6647,0.4226
47.5,0.3933,0.8408,0.6681,0.42590000000000006
48.0,0.4014,0.8445999999999999,0.675,0.4337
48.5,0.4058,0.8466,0.6787000000000001,0.43770000000000003
49.0,0.4111,0.8493999999999999,0.6833,0.4424
49.5,0.4165,0.852,0.6878,0.4472
50.0,0.4238,0.8556,0.6938,0.4533
50.5,0.4278,0.8575,0.6968000000000001,0.45630000000000004
51.0,0.4363,0.8604999999999999,0.7026,0.4619
51.5,0.4412,0.8623999999999999,0.7066,0.46619999999999995
52.0,0.4499,0.8645999999999999,0.7123,0.47200000000000003
52.5,0.45630000000000004,0.8669,0.7173,0.47600000000000003
53.0,0.465,0.8698999999999999,0.7228,0.4816
53.5,0.4731,0.8726999999999999,0.7271,0.4866
54.0,0.48219999999999996,0.8756,0.7329000000000001,0.4929
54.5,0.4875,0.877,0.736,0.4959
55.0,0.4975,0.8806,0.742,0.5025
55.5,0.5015999999999999,0.8828,0.7456999999999999,0.5062
56.0,0.5086999999999999,0.8853,0.7514,0.5121
56.5,0.5146000000000001,0.8872,0.7553,0.5158
57.0,0.5231,0.8894,0.7613,0.5219
57.5,0.5281,0.8905,0.7646,0.5255
58.0,0.5347999999999999,0.8925,0.7702,0.5317000000000001
58.5,0.5405,0.8941,0.774,0.5359
59.0,0.5489,0.8968,0.7787999999999999,0.5421
59.5,0.5545,0.8985,0.7824,0.5465
60.0,0.564,0.9016,0.7879,0.5532
60.5,0.5692,0.9028,0.7909999999999999,0.5564
61.0,0.5742,0.9048999999999999,0.7947,0.5615
61.5,0.5805,0.9067000000000001,0.7981999999999999,0.5665
62.0,0.5870000000000001,0.9086,0.8023,0.5715
62.5,0.5966,0.9106000000000001,0.8062999999999999,0.5769
63.0,0.6028,0.9126000000000001,0.809,0.5822999999999999
63.5,0.6107,0.9148000000000001,0.8134,0.5882000000000001
64.0,0.6186,0.9165000000000001,0.818,0.5943
64.5,0.6222,0.9177,0.8204,0.5971
65.0,0.6302,0.9190999999999999,0.8247,0.6029
65.5,0.6347999999999999,0.9203,0.8265,0.6065999999999999
66.0,0.6413,0.9218000000000001,0.8304,0.6126
66.5,0.6476999999999999,0.9228000000000001,0.8336,0.6159
67.0,0.6505,0.9236,0.8356,0.6191
67.5,0.6607,0.9262,0.8406999999999999,0.6261
68.0,0.6633,0.9269,0.8425,0.6284000000000001
68.5,0.667,0.9279000000000001,0.8445,0.6315
69.0,0.675,0.9296,0.8489,0.6386
69.5,0.68,0.9306,0.8515999999999999,0.643
70.0,0.6851999999999999,0.9319,0.8543000000000001,0.6470999999999999
70.5,0.6892,0.9334,0.857,0.6515000000000001
71.0,0.6931999999999999,0.9344,0.8593999999999999,0.655
71.5,0.6968000000000001,0.9354,0.8615,0.6581999999999999
72.0,0.7058,0.9370999999999999,0.8659,0.6657
73.0,0.7173,0.9398000000000001,0.8701000000000001,0.6742
73.5,0.7201000000000001,0.9406,0.872,0.6779999999999999
74.0,0.7249,0.9420000000000001,0.8740000000000001,0.6823
74.5,0.732,0.9439,0.8783,0.6899
75.0,0.7378,0.946,0.8820999999999999,0.6968000000000001
75.5,0.7432,0.9472,0.8845999999999999,0.7015
76.0,0.7473000000000001,0.9481999999999999,0.8867,0.7058
76.5,0.7525,0.9498000000000001,0.8894,0.7114
77.0,0.7681,0.9526,0.8959999999999999,0.7223
78.0,0.7768999999999999,0.9547,0.9009,0.7326
78.5,0.7806000000000001,0.9553,0.9026000000000001,0.737
79.0,0.7854000000000001,0.9565,0.9053,0.7434000000000001
79.5,0.7903,0.9573999999999999,0.9078,0.7478
80.0,0.7958,0.9590000000000001,0.9107999999999999,0.7534000000000001
80.5,0.8009000000000001,0.9611,0.9136,0.7595000000000001
81.0,0.8104,0.963,0.9179,0.7702
81.5,0.8154,0.9639,0.9201999999999999,0.775
82.0,0.8199,0.9648,0.9220999999999999,0.7797
82.5,0.8254,0.966,0.9243000000000001,0.7848999999999999
83.0,0.8299,0.9671,0.9264,0.7902
83.5,0.8353,0.9684999999999999,0.9290999999999999,0.7974
84.0,0.8429000000000001,0.97,0.9329999999999999,0.8059000000000001
84.5,0.8461,0.971,0.9351999999999999,0.8106
85.0,0.8498,0.9721,0.9369,0.8154
85.5,0.8571,0.9742000000000001,0.9411,0.8251000000000001
86.0,0.8608,0.9751000000000001,0.9428,0.8306999999999999
86.5,0.8672,0.9764,0.9462,0.8375
87.0,0.8702,0.9773000000000001,0.9473999999999999,0.8416
87.5,0.8767,0.9789,0.9503,0.8497
88.0,0.8802,0.9793000000000001,0.9519,0.8537
88.5,0.8867,0.9804999999999999,0.9545999999999999,0.8618000000000001
89.0,0.8909999999999999,0.9811,0.9558,0.8662000000000001
89.5,0.8981999999999999,0.9823999999999999,0.9588,0.8755
90.0,0.9018,0.9831,0.9605,0.8804000000000001
90.5,0.9059,0.9834999999999999,0.9623999999999999,0.8851
91.0,0.9087999999999999,0.9838,0.9632,0.8881
91.5,0.9127,0.9843999999999999,0.9645999999999999,0.8928
92.0,0.9176000000000001,0.9856999999999999,0.9671,0.8998
93.0,0.9256,0.9873000000000001,0.9703,0.9097
93.5,0.9319,0.9884999999999999,0.9734999999999999,0.9181999999999999
94.0,0.9369,0.9897,0.9756999999999999,0.9251999999999999
94.5,0.9453,0.9912000000000001,0.9793000000000001,0.9368000000000001
95.0,0.9520000000000001,0.9921,0.9821,0.9457
95.5,0.9545999999999999,0.9925,0.9834,0.9492
96.0,0.9628,0.9937999999999999,0.9864,0.9584999999999999
96.5,0.965,0.9942,0.9871,0.9611
97.0,0.9712000000000001,0.9951000000000001,0.9892,0.9677
97.5,0.9793000000000001,0.9965,0.9924,0.9769
98.0,0.9894,0.9989,0.9965999999999999,0.9894
98.5,0.9961,0.9995,0.9987999999999999,0.9962000000000001
99.0,0.9989,0.9998999999999999,0.9998,0.9991
99.5,0.9994,1.0,1.0,0.9998
100.0,1.0,1.0,1.0,1.0
