Score,Asian,Black,Hispanic,White
27.0,0.5747,0.389,0.49700000000000005,0.5297
27.5,0.5864,0.4067,0.5167,0.5484
28.0,0.5981000000000001,0.42450000000000004,0.5364,0.5670000000000001
28.5,0.6098,0.4422,0.556,0.5857
29.0,0.6215999999999999,0.46,0.5757,0.6043
29.5,0.6333,0.4777,0.5954,0.623
30.0,0.645,0.4955,0.6151,0.6416
30.5,0.6563,0.5063,0.6225999999999999,0.6509
31.0,0.6675999999999999,0.5171,0.6301,0.6600999999999999
31.5,0.6789000000000001,0.5279,0.6376,0.6693000000000001
32.0,0.6901999999999999,0.5388000000000001,0.6450999999999999,0.6785
32.5,0.7015,0.5496,0.6526,0.6877
33.0,0.7128,0.5604,0.6600999999999999,0.6969
33.5,0.7241,0.5711999999999999,0.6675999999999999,0.7061
34.0,0.7353999999999999,0.5820000000000001,0.6750999999999999,0.7153
34.5,0.7467,0.5929,0.6826000000000001,0.7245
35.0,0.758,0.6037,0.6901,0.7337
35.5,0.7692,0.6145,0.6976,0.7428999999999999
36.0,0.7805,0.6253,0.7051000000000001,0.7521000000000001
36.5,0.7918000000000001,0.6362,0.7126,0.7614
37.0,0.8031,0.647,0.7201000000000001,0.7706000000000001
37.5,0.8144,0.6578,0.7276,0.7798
38.0,0.8256999999999999,0.6686,0.7351000000000001,0.789
38.5,0.8370000000000001,0.6794,0.7426,0.7981999999999999
39.0,0.8482999999999999,0.6903,0.7501000000000001,0.8073999999999999
39.5,0.8596,0.7011,0.7576,0.8166
40.0,0.8709,0.7119,0.7651,0.8258
40.5,0.8726999999999999,0.7189,0.7701,0.8303999999999999
41.0,0.8746,0.726,0.7752,0.8349
41.5,0.8764,0.733,0.7803,0.8395
42.0,0.8783,0.7401000000000001,0.7853999999999999,0.8441
42.5,0.8801000000000001,0.7471000000000001,0.7905,0.8486
43.0,0.882,0.7541,0.7956,0.8532
43.5,0.8837999999999999,0.7612000000000001,0.8007,0.8576999999999999
44.0,0.8856,0.7681999999999999,0.8058,0.8623000000000001
44.5,0.8875,0.7753,0.8109000000000001,0.8669
45.0,0.8893000000000001,0.7823,0.816,0.8714
45.5,0.8912,0.7893000000000001,0.8210999999999999,0.8759999999999999
46.0,0.893,0.7964,0.8262,0.8806
46.5,0.8948999999999999,0.8034,0.8312999999999999,0.8851
47.0,0.8967,0.8103999999999999,0.8364,0.8896999999999999
47.5,0.8985,0.8175,0.8415,0.8942
48.0,0.9003999999999999,0.8245,0.8466,0.8987999999999999
48.5,0.9022,0.8316,0.8515999999999999,0.9034
49.0,0.9041,0.8386,0.8567,0.9078999999999999
49.5,0.9059,0.8456,0.8618000000000001,0.9125
50.0,0.9078,0.8527,0.8669,0.917
50.5,0.9106000000000001,0.8540000000000001,0.8691,0.9189
51.0,0.9134,0.8553999999999999,0.8714,0.9207
51.5,0.9162,0.8567,0.8736,0.9225
52.0,0.919,0.8581,0.8758,0.9243000000000001
52.5,0.9218000000000001,0.8593999999999999,0.878,0.9261
53.0,0.9246,0.8608,0.8802,0.9279000000000001
53.5,0.9274,0.8621000000000001,0.8824,0.9297
54.0,0.9301999999999999,0.8634999999999999,0.8846,0.9315000000000001
54.5,0.9329999999999999,0.8648,0.8868,0.9334
55.0,0.9358,0.8662000000000001,0.8891,0.9351999999999999
55.5,0.9386,0.8676,0.8913,0.937
56.0,0.9414,0.8689,0.8935,0.9388
56.5,0.9442,0.8703,0.8956999999999999,0.9406
57.0,0.9470000000000001,0.8715999999999999,0.8978999999999999,0.9423999999999999
57.5,0.9498000000000001,0.873,0.9001,0.9442
58.0,0.9526,0.8743000000000001,0.9023,0.946
58.5,0.9554,0.8756999999999999,0.9045000000000001,0.9478
59.0,0.9581999999999999,0.877,0.9068,0.9497
59.5,0.961,0.8784000000000001,0.909,0.9515
60.0,0.9638,0.8797,0.9112,0.9533
60.5,0.9631000000000001,0.8819,0.9125,0.9542
61.0,0.9625,0.8841,0.9138,0.9551000000000001
61.5,0.9619,0.8862000000000001,0.915,0.9561
62.0,0.9612999999999999,0.8884000000000001,0.9163,0.9570000000000001
62.5,0.9606999999999999,0.8906000000000001,0.9176000000000001,0.9579000000000001
63.0,0.9601000000000001,0.8928,0.9189,0.9588
63.5,0.9595,0.8948999999999999,0.9201999999999999,0.9597
64.0,0.9589,0.8971000000000001,0.9215000000000001,0.9606999999999999
64.5,0.9582999999999999,0.8993000000000001,0.9228000000000001,0.9616
65.0,0.9577,0.9015000000000001,0.9240999999999999,0.9625
65.5,0.9570000000000001,0.9036,0.9254000000000001,0.9634
66.0,0.9564,0.9057999999999999,0.9267,0.9643999999999999
66.5,0.9558,0.9079999999999999,0.9279999999999999,0.9653
67.0,0.9551999999999999,0.9101,0.9292,0.9662000000000001
67.5,0.9545999999999999,0.9123,0.9305,0.9671
68.0,0.9540000000000001,0.9145,0.9318000000000001,0.968
68.5,0.9534,0.9167000000000001,0.9331,0.9690000000000001
69.0,0.9528,0.9188,0.9344,0.9699
69.5,0.9521999999999999,0.9209999999999999,0.9357,0.9708
70.0,0.9516,0.9231999999999999,0.937,0.9717
70.5,0.9529000000000001,0.9248999999999999,0.9384999999999999,0.9723
71.0,0.9542,0.9266,0.9401,0.9729000000000001
71.5,0.9555,0.9284,0.9416,0.9734
72.0,0.9568000000000001,0.9301,0.9431,0.9740000000000001
73.0,0.9595,0.9336,0.9462,0.9751000000000001
73.5,0.9608,0.9353,0.9478,0.9756999999999999
74.0,0.9621,0.937,0.9493,0.9763
74.5,0.9634,0.9388,0.9508,0.9768000000000001
75.0,0.9648,0.9405,0.9523999999999999,0.9773999999999999
75.5,0.9661,0.9422,0.9539,0.9779000000000001
76.0,0.9673999999999999,0.9440000000000001,0.9554,0.9784999999999999
76.5,0.9687,0.9457,0.9570000000000001,0.9791
77.0,0.97,0.9473999999999999,0.9584999999999999,0.9795999999999999
78.0,0.9727,0.9509000000000001,0.9616,0.9808
78.5,0.9740000000000001,0.9526,0.9631000000000001,0.9813
79.0,0.9753000000000001,0.9543,0.9647,0.9819
79.5,0.9765999999999999,0.9561,0.9662000000000001,0.9825
80.0,0.978,0.9578,0.9678,0.983
80.5,0.9784999999999999,0.9573,0.9684,0.9831
81.0,0.9791,0.9568000000000001,0.9690000000000001,0.9832
81.5,0.9797,0.9562999999999999,0.9695999999999999,0.9834
82.0,0.9802,0.9558,0.9703,0.9834999999999999
82.5,0.9808,0.9553,0.9709,0.9836
83.0,0.9814,0.9548000000000001,0.9715,0.9837
83.5,0.982,0.9543,0.9721,0.9838
84.0,0.9825,0.9538,0.9728,0.9839
84.5,0.9831,0.9533,0.9734,0.9840000000000001
85.0,0.9837,0.9528,0.9740000000000001,0.9842
85.5,0.9842,0.9523,0.9747,0.9843000000000001
86.0,0.9848,0.9518000000000001,0.9753000000000001,0.9843999999999999
86.5,0.9854,0.9512999999999999,0.9759,0.9845
87.0,0.9859,0.9508,0.9765,0.9845999999999999
87.5,0.9865,0.9503,0.9772,0.9847
88.0,0.9871,0.9498000000000001,0.9778,0.9848
88.5,0.9876999999999999,0.9493,0.9784,0.985
89.0,0.9882,0.9487000000000001,0.9790000000000001,0.9851000000000001
89.5,0.9887999999999999,0.9481999999999999,0.9797,0.9852
90.0,0.9894,0.9477,0.9803000000000001,0.9853000000000001
90.5,0.9895,0.9499,0.9808,0.9856
91.0,0.9895999999999999,0.9520000000000001,0.9814,0.9859
91.5,0.9898,0.9541,0.9819,0.9862000000000001
92.0,0.9899,0.9562999999999999,0.9825,0.9865
93.0,0.9902,0.9605,0.9836,0.987
93.5,0.9903,0.9627,0.9842,0.9873000000000001
94.0,0.9904999999999999,0.9648,0.9847,0.9876
94.5,0.9906,0.9669,0.9853000000000001,0.9879000000000001
95.0,0.9906999999999999,0.9690000000000001,0.9858,0.9882
95.5,0.9909,0.9712000000000001,0.9864,0.9884999999999999
96.0,0.991,0.9732999999999999,0.9869,0.9887
96.5,0.9912000000000001,0.9754,0.9875,0.9890000000000001
97.0,0.9913,0.9776,0.988,0.9893000000000001
97.5,0.9914000000000001,0.9797,0.9886,0.9895999999999999
98.0,0.9915999999999999,0.9818000000000001,0.9891,0.9899
98.5,0.9917,0.9840000000000001,0.9897,0.9902
99.0,0.9918,0.9861,0.9902,0.9904999999999999
99.5,0.992,0.9882,0.9908,0.9906999999999999
100.0,0.9921,0.9904000000000001,0.9913,0.991
